TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionDate,TransactionTime,TransactionAmount,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,EmailDomain,Terrorism,UserTenure,IsFraud,ExpenditureCurrency,GiftsCurrency,TransactionDatetime,TransactionCurrency
12959,4363,19,Male,Retired,Master,Single,3,78880.96,24369.88,8319.66,2023-09-29,10:05:41,368.49,M002,Withdrawal,Melbourne,Desktop,-31.840233,145.612793,charlotte82@outlook.com,False,103,0,AUD,GBP,2023-09-29 10:05:41,AUD
1432,4635,42,Female,Student,PhD,Married,2,30528.11,22169.73,110.06,2023-12-02,00:00:00,700.18,M004,Withdrawal,Melbourne,Mobile,-20.917574,142.702789,fbrown@outlook.com,False,98,1,AUD,GBP,2023-12-02 00:00:00,AUD
17484,2033,41,Female,Student,High School,Married,2,50601.21,55042.32,5835.35,2023-07-07,15:04:16,2707.01,M005,Purchase,Adelaide,Mobile,-31.840233,145.612793,vazquezolivia@gmail.com,True,94,0,AED,AUD,2023-07-07 15:04:16,AED
16421,3070,19,Male,Professional,Bachelor,Married,4,62759.76,92907.9,4600.29,2023-07-08,11:55:41,389.46,M006,Payment,Perth,Desktop,-35.473469,149.012375,eturner@gmail.com,False,85,0,AED,AUD,2023-07-08 11:55:41,AED
12305,1285,18,Male,Professional,Bachelor,Married,2,111914.84,46861.04,2826.13,2023-09-05,23:59:59,158.04,M005,Purchase,Adelaide,Mobile,-37.0201,144.9646,richardhopkins@outlook.com,True,109,0,AUD,GBP,2023-09-05 23:59:59,AUD
2752,1267,55,Female,Professional,Master,Widowed,4,34128.07,22746.13,1301.14,2023-09-05,09:04:27,826.44,M008,Purchase,Sydney,Mobile,-37.0201,144.9646,colemanandrea@outlook.com,True,117,0,AUD,GBP,2023-09-05 09:04:27,AUD
332,2819,34,Female,Professional,Bachelor,Married,3,76955.0,23468.76,451.18,2023-02-08,10:06:03,22.93,M006,Withdrawal,Melbourne,Mobile,-20.917574,142.702789,matthew88@tempmail.com,False,61,0,AUD,GBP,2023-02-08 10:06:03,AUD
2102,3787,27,Male,Student,Bachelor,Single,3,121552.99,55573.07,2897.2,2023-11-29,13:00:39,221.72,M001,Transfer,Canberra,Desktop,-31.840233,145.612793,nrosales@outlook.com,False,18,0,AUD,GBP,2023-11-29 13:00:39,AUD
1362,3125,23,Female,Student,High School,Single,0,70276.22,24424.34,2746.23,2023-05-24,03:27:21,316.6,M001,Payment,Melbourne,Desktop,-25.042261,117.793221,qeverett@yahoo.com,False,88,0,AUD,GBP,2023-05-24 03:27:21,AUD
306,3533,43,Female,Professional,High School,Married,1,85854.75,42984.6,2129.56,2023-12-27,13:16:51,100.0,M002,Purchase,Perth,Desktop,-31.840233,145.612793,bwolfe@disposable.com,False,111,0,AUD,GBP,2023-12-27 13:16:51,AUD
14302,4352,35,Male,Professional,High School,Single,0,84687.96,32395.98,4553.98,2023-10-17,11:37:34,170.52,M007,Withdrawal,Melbourne,Desktop,-31.840233,145.612793,qchen@outlook.com,False,8,0,AUD,GBP,2023-10-17 11:37:34,AUD
7145,1335,36,Male,Professional,High School,Married,4,77443.2,40882.0,7199.04,2023-10-13,00:00:00,245.95,M003,Withdrawal,Hobart,Mobile,-20.917574,142.702789,wonglinda@gmail.com,False,6,1,AUD,GBP,2023-10-13 00:00:00,AUD
10402,4164,33,Male,Professional,High School,Married,1,75243.95,46274.25,3056.21,2023-09-29,15:36:57,173.13,M006,Transfer,Darwin,Mobile,-37.0201,144.9646,xwilliams@outlook.com,False,69,0,AUD,GBP,2023-09-29 15:36:57,AUD
2952,816,18,Male,Unemployed,Bachelor,Single,3,92306.98,62523.62,7049.69,2023-11-17,06:43:43,39.92,M004,Payment,Darwin,Mobile,-31.840233,145.612793,susan57@gmail.com,False,13,0,AUD,GBP,2023-11-17 06:43:43,AUD
14806,2234,50,Male,Professional,High School,Married,2,85506.26,80502.85,13238.42,2023-06-26,06:30:16,1875.45,M008,Purchase,Hobart,Desktop,-25.042261,117.793221,debralara@gmail.com,False,54,0,AED,AUD,2023-06-26 06:30:16,AED
9881,3369,36,Female,Student,High School,Married,2,84724.52,38765.95,2506.31,2023-08-27,15:19:30,742.24,M003,Withdrawal,Darwin,Tablet,-20.917574,142.702789,kennethmarsh@gmail.com,False,99,1,AUD,GBP,2023-08-27 15:19:30,AUD
17147,1717,36,Female,Professional,Master,Married,1,70965.18,126022.39,5919.06,2023-02-11,14:19:48,47.78,M005,Purchase,Perth,Mobile,-31.840233,145.612793,nathanreilly@yahoo.com,False,94,0,AED,AUD,2023-02-11 14:19:48,AED
5403,2764,36,Male,Professional,High School,Single,0,18302.79,6206.25,903.8,2023-08-29,22:14:02,459.45,M005,Purchase,Melbourne,Desktop,-30.000233,136.209152,jacksoncindy@yahoo.com,True,103,0,AUD,GBP,2023-08-29 22:14:02,AUD
10599,2070,43,Female,Student,PhD,Single,4,55775.04,44355.3,5479.86,2023-11-21,00:00:00,349.52,M002,Transfer,Canberra,Mobile,-20.917574,142.702789,millerdeborah@yahoo.com,False,109,1,AUD,GBP,2023-11-21 00:00:00,AUD
8364,4941,42,Female,Professional,High School,Widowed,0,78348.5,56512.61,21.61,2023-07-04,17:25:03,155.76,M008,Purchase,Sydney,Desktop,-20.917574,142.702789,trujillolaura@yahoo.com,True,118,0,AUD,GBP,2023-07-04 17:25:03,AUD
5292,1969,50,Male,Unemployed,High School,Married,4,45967.53,34216.26,4359.72,2023-12-01,17:44:36,140.89,M003,Transfer,Adelaide,Desktop,-37.0201,144.9646,ppineda@outlook.com,False,59,0,AUD,GBP,2023-12-01 17:44:36,AUD
15100,2021,33,Male,Professional,High School,Married,2,37902.13,31612.24,3230.51,2023-04-02,04:07:47,2677.08,M002,Purchase,Brisbane,Mobile,-41.640079,146.315918,laura58@yahoo.com,False,67,1,AED,AUD,2023-04-02 04:07:47,AED
17667,1731,38,Male,Unemployed,Bachelor,Married,1,48351.05,95497.35,4938.79,2023-10-16,03:41:16,178.29,M005,Purchase,Melbourne,Mobile,-25.042261,117.793221,henryjohnson@yahoo.com,False,78,0,AED,AUD,2023-10-16 03:41:16,AED
16982,361,50,Male,Professional,PhD,Married,1,129013.48,208492.28,34562.55,2023-12-03,07:02:46,163.29,M003,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,williedouglas@gmail.com,True,112,1,AED,AUD,2023-12-03 07:02:46,AED
7408,434,32,Female,Retired,High School,Married,4,55167.16,18380.59,2866.56,2023-11-23,08:19:24,131.4,M001,Payment,Hobart,Mobile,-31.840233,145.612793,waltersdouglas@gmail.com,True,67,0,AUD,GBP,2023-11-23 08:19:24,AUD
9815,188,34,Female,Unemployed,Bachelor,Married,1,82038.5,47070.12,4256.02,2023-09-18,04:12:35,37.94,M001,Purchase,Canberra,Mobile,-31.840233,145.612793,angela98@gmail.com,True,16,1,AUD,GBP,2023-09-18 04:12:35,AUD
18031,3726,49,Female,Retired,Bachelor,Widowed,4,44867.26,45678.98,3410.14,2023-12-28,12:46:47,219.4,M002,Purchase,Hobart,Desktop,-25.042261,117.793221,gainesshawn@gmail.com,False,112,0,AED,AUD,2023-12-28 12:46:47,AED
8513,4354,32,Male,Student,High School,Single,4,83709.16,64429.76,3575.14,2023-08-09,13:33:31,32.79,M002,Transfer,Darwin,Mobile,-31.840233,145.612793,stephaniegill@outlook.com,True,32,0,AUD,GBP,2023-08-09 13:33:31,AUD
8310,2317,24,Male,Student,Master,Married,1,92493.99,52814.29,848.14,2023-10-16,01:02:49,4.69,M008,Transfer,Perth,Mobile,-31.840233,145.612793,debraobrien@gmail.com,False,56,1,AUD,GBP,2023-10-16 01:02:49,AUD
16981,2702,39,Female,Student,High School,Single,2,35203.77,63432.08,1447.14,2023-12-08,15:13:29,45.22,M008,Transfer,Sydney,Mobile,-20.917574,142.702789,ahooper@outlook.com,False,45,0,AED,AUD,2023-12-08 15:13:29,AED
16079,1614,28,Female,Student,Bachelor,Single,2,37937.14,58925.6,2537.63,2023-03-31,08:14:39,9874.68,M006,Payment,Sydney,Tablet,-37.0201,144.9646,zwerner@gmail.com,True,85,1,AED,AUD,2023-03-31 08:14:39,AED
10470,3527,30,Male,Professional,Bachelor,Divorced,1,30512.07,10875.43,459.58,2023-05-29,04:10:01,96.17,M002,Purchase,Melbourne,Tablet,-31.840233,145.612793,jessicahall@gmail.com,False,52,0,AUD,GBP,2023-05-29 04:10:01,AUD
15731,2295,31,Male,Professional,PhD,Married,2,60395.1,116758.91,1084.33,2023-10-27,08:23:08,53.6,M004,Purchase,Adelaide,Mobile,-20.917574,142.702789,jose95@gmail.com,True,62,0,AED,AUD,2023-10-27 08:23:08,AED
1115,4032,39,Male,Professional,Bachelor,Single,1,42220.02,17591.27,2390.35,2023-12-18,04:31:45,486.79,M001,Payment,Melbourne,Mobile,-31.840233,145.612793,zbryant@gmail.com,True,85,0,AUD,GBP,2023-12-18 04:31:45,AUD
12024,1839,38,Male,Student,Bachelor,Married,0,115290.86,57400.69,1298.94,2023-12-25,14:17:15,272.34,M004,Transfer,Melbourne,Mobile,-31.840233,145.612793,kaylalong@yahoo.com,False,68,0,AUD,GBP,2023-12-25 14:17:15,AUD
16159,3083,35,Female,Professional,High School,Single,1,24716.72,33246.46,6300.48,2023-05-17,14:39:09,238.4,M007,Withdrawal,Hobart,Desktop,-25.042261,117.793221,bmeyer@gmail.com,False,89,1,AED,AUD,2023-05-17 14:39:09,AED
12445,408,49,Male,Professional,Bachelor,Divorced,0,147097.61,96066.53,3749.95,2023-05-10,04:44:53,69.69,M002,Purchase,Darwin,Mobile,-31.840233,145.612793,amy43@gmail.com,False,59,1,AUD,GBP,2023-05-10 04:44:53,AUD
5145,3871,25,Female,Professional,High School,Single,2,33628.78,19020.93,1529.71,2023-08-24,08:10:15,63.93,M005,Payment,Melbourne,Desktop,-37.0201,144.9646,jacobalexander@outlook.com,False,76,0,AUD,GBP,2023-08-24 08:10:15,AUD
8079,2719,33,Male,Professional,Bachelor,Married,1,34311.88,18472.76,142.12,2023-09-27,05:09:37,1415.18,M008,Withdrawal,Hobart,Desktop,-25.042261,117.793221,duartekaitlyn@disposable.com,False,27,1,AUD,GBP,2023-09-27 05:09:37,AUD
4339,698,35,Male,Student,High School,Widowed,4,55141.54,43092.51,5609.16,2023-05-11,00:00:00,252.29,M002,Purchase,Darwin,Mobile,-31.840233,145.612793,ericamelton@yahoo.com,False,107,1,AUD,GBP,2023-05-11 00:00:00,AUD
8813,4921,28,Female,Student,High School,Single,2,123034.58,53862.68,8853.89,2023-11-14,03:48:18,12.67,M003,Purchase,Brisbane,Mobile,-31.840233,145.612793,thompsonmichael@gmail.com,False,58,1,AUD,GBP,2023-11-14 03:48:18,AUD
7061,4004,31,Male,Professional,Bachelor,Married,2,118837.87,35695.35,11769.66,2023-04-23,09:07:54,136.69,M004,Withdrawal,Sydney,Tablet,-31.840233,145.612793,smithdaniel@outlook.com,True,62,1,AUD,GBP,2023-04-23 09:07:54,AUD
13289,54,26,Female,Professional,Bachelor,Single,3,37147.68,22553.66,487.72,2023-05-16,23:00:28,60.8,M004,Purchase,Melbourne,Desktop,-37.0201,144.9646,robert71@disposable.com,True,76,0,AUD,GBP,2023-05-16 23:00:28,AUD
10950,2398,34,Male,Professional,Master,Single,0,46932.04,27346.78,1048.28,2023-12-22,11:33:43,155.09,M007,Withdrawal,Hobart,Tablet,-37.0201,144.9646,cathyadkins@gmail.com,False,116,1,AUD,GBP,2023-12-22 11:33:43,AUD
7388,3290,35,Male,Professional,Bachelor,Married,3,38806.94,14110.38,1114.86,2023-07-24,18:37:42,202.0,M008,Purchase,Canberra,Tablet,-37.0201,144.9646,jbullock@gmail.com,False,71,0,AUD,GBP,2023-07-24 18:37:42,AUD
12353,3240,40,Female,Unemployed,Bachelor,Divorced,4,40833.58,24272.77,1602.62,2023-12-15,20:19:09,418.76,M006,Transfer,Melbourne,Desktop,-25.042261,117.793221,matthewmora@tempmail.com,False,86,0,AUD,GBP,2023-12-15 20:19:09,AUD
5070,2914,34,Male,Student,Bachelor,Married,4,56727.2,29659.41,5668.59,2023-09-20,01:45:33,2.5,M007,Purchase,Darwin,Mobile,-31.840233,145.612793,mary00@gmail.com,True,4,1,AUD,GBP,2023-09-20 01:45:33,AUD
5825,4545,35,Female,Professional,Bachelor,Single,1,66317.82,43324.6,3250.25,2023-12-14,04:46:45,160.63,M004,Purchase,Adelaide,Desktop,-20.917574,142.702789,stefanie71@gmail.com,True,75,1,AUD,GBP,2023-12-14 04:46:45,AUD
9357,1791,34,Male,Unemployed,Bachelor,Married,1,81400.22,57117.17,1033.43,2023-10-08,00:30:17,546.57,M008,Transfer,Perth,Desktop,-20.917574,142.702789,davidalvarez@outlook.com,False,88,1,AUD,GBP,2023-10-08 00:30:17,AUD
15612,804,39,Male,Student,Bachelor,Widowed,3,76706.38,148079.08,12999.3,2023-10-15,17:35:44,1304.48,M003,Payment,Melbourne,Mobile,-19.491411,132.550964,rachelferguson@outlook.com,False,67,0,AED,AUD,2023-10-15 17:35:44,AED
9443,420,28,Female,Student,Bachelor,Single,2,77734.81,37710.48,3826.39,2023-11-21,15:31:09,50.81,M008,Purchase,Darwin,Desktop,-31.840233,145.612793,upacheco@gmail.com,True,97,0,AUD,GBP,2023-11-21 15:31:09,AUD
15804,574,51,Male,Professional,Bachelor,Single,3,86809.84,164368.59,4971.95,2023-12-06,04:43:06,131.17,M002,Withdrawal,Canberra,Desktop,-20.917574,142.702789,hnixon@yahoo.com,False,77,1,AED,AUD,2023-12-06 04:43:06,AED
10389,3512,18,Female,Professional,Bachelor,Married,0,155199.89,122061.63,6490.1,2023-10-26,11:13:19,231.05,M008,Transfer,Adelaide,Desktop,-31.840233,145.612793,danderson@yahoo.com,True,25,0,AUD,GBP,2023-10-26 11:13:19,AUD
5383,2515,18,Female,Professional,Bachelor,Single,3,78632.75,55730.7,1600.05,2023-01-20,16:25:06,14.42,M008,Purchase,Melbourne,Mobile,-31.840233,145.612793,diana13@outlook.com,False,57,0,AUD,GBP,2023-01-20 16:25:06,AUD
6769,4976,27,Male,Retired,High School,Single,1,67484.59,29461.69,757.67,2023-02-06,03:39:09,336.78,M005,Purchase,Melbourne,Mobile,-25.042261,117.793221,hayneskelli@yahoo.com,False,6,0,AUD,GBP,2023-02-06 03:39:09,AUD
10931,2898,18,Female,Student,Bachelor,Married,1,49711.46,23490.62,1832.48,2023-05-23,17:47:13,31.36,M002,Withdrawal,Melbourne,Mobile,-30.000233,136.209152,qgarcia@outlook.com,False,63,0,AUD,GBP,2023-05-23 17:47:13,AUD
10924,4922,46,Female,Professional,High School,Single,2,72968.32,22114.52,1832.97,2023-10-02,23:26:17,21.21,M003,Payment,Perth,Mobile,-31.840233,145.612793,valerie52@gmail.com,False,99,0,AUD,GBP,2023-10-02 23:26:17,AUD
12821,3832,47,Female,Student,High School,Divorced,3,66370.25,38464.21,5824.4,2023-12-26,06:12:18,290.27,M006,Transfer,Sydney,Tablet,-37.0201,144.9646,cesar82@outlook.com,False,95,0,AUD,GBP,2023-12-26 06:12:18,AUD
7025,4406,30,Male,Student,High School,Single,0,43450.97,17077.37,62.38,2023-07-18,00:18:18,52.72,M005,Payment,Perth,Mobile,-37.0201,144.9646,qowens@yahoo.com,False,113,1,AUD,GBP,2023-07-18 00:18:18,AUD
18219,3951,33,Female,Professional,Master,Married,3,142732.26,279102.51,712.07,2023-02-12,00:00:00,2728.08,M004,Purchase,Sydney,Mobile,-31.840233,145.612793,charlesraymond@outlook.com,True,18,1,AED,AUD,2023-02-12 00:00:00,AED
8687,3167,25,Female,Professional,PhD,Single,0,49041.99,20668.03,1627.21,2023-11-30,14:49:50,61.99,M002,Withdrawal,Hobart,Desktop,-30.000233,136.209152,ricky73@yahoo.com,False,1,1,AUD,GBP,2023-11-30 14:49:50,AUD
799,3208,41,Female,Professional,High School,Single,2,70010.13,25398.23,262.66,2023-11-16,08:12:29,596.79,M005,Purchase,Perth,Desktop,-37.0201,144.9646,redwards@disposable.com,True,74,0,AUD,GBP,2023-11-16 08:12:29,AUD
17032,2454,43,Female,Professional,High School,Divorced,3,37524.19,38765.59,2855.98,2023-01-30,20:08:51,286.93,M005,Purchase,Darwin,Mobile,-37.0201,144.9646,anthonybowman@outlook.com,False,11,0,AED,AUD,2023-01-30 20:08:51,AED
6840,3624,38,Male,Professional,Bachelor,Single,4,134449.36,43085.52,1582.11,2023-07-29,23:59:59,21.45,M003,Purchase,Brisbane,Mobile,-20.917574,142.702789,barbara58@gmail.com,False,9,0,AUD,GBP,2023-07-29 23:59:59,AUD
427,2815,37,Female,Professional,PhD,Single,4,68299.23,41420.19,1565.62,2023-11-28,15:32:21,57.07,M007,Transfer,Perth,Mobile,-37.0201,144.9646,qmontgomery@outlook.com,True,89,0,AUD,GBP,2023-11-28 15:32:21,AUD
12884,2685,26,Male,Retired,High School,Married,2,148736.96,91469.96,4902.8,2023-08-30,00:58:50,2982.0,M008,Purchase,Melbourne,Mobile,-20.917574,142.702789,pthomas@outlook.com,False,83,0,AUD,GBP,2023-08-30 00:58:50,AUD
14409,1534,36,Male,Professional,Bachelor,Single,1,72788.07,43542.64,139.89,2023-08-10,13:48:37,272.64,M004,Withdrawal,Perth,Mobile,-30.000233,136.209152,sharondavis@outlook.com,False,98,1,AUD,GBP,2023-08-10 13:48:37,AUD
10497,3399,43,Male,Professional,High School,Single,3,43879.48,24587.08,933.79,2023-02-04,06:08:28,93.74,M002,Payment,Adelaide,Tablet,-20.917574,142.702789,jill17@tempmail.com,False,117,0,AUD,GBP,2023-02-04 06:08:28,AUD
16572,3206,28,Male,Professional,Master,Divorced,3,59359.54,104216.16,5707.33,2023-06-19,11:16:36,789.62,M006,Transfer,Darwin,Mobile,-20.917574,142.702789,mrobertson@outlook.com,False,89,0,AED,AUD,2023-06-19 11:16:36,AED
16465,1426,42,Male,Student,Bachelor,Single,3,62223.32,63698.81,5248.79,2023-07-01,23:23:52,224.8,M001,Payment,Hobart,Mobile,-37.0201,144.9646,hensonernest@gmail.com,True,74,0,AED,AUD,2023-07-01 23:23:52,AED
5992,3656,40,Male,Professional,Bachelor,Single,0,94175.9,62421.37,9522.87,2023-05-22,00:48:53,1178.79,M007,Withdrawal,Sydney,Mobile,-20.917574,142.702789,zsimmons@yahoo.com,True,34,1,AUD,GBP,2023-05-22 00:48:53,AUD
1255,4339,27,Female,Retired,Bachelor,Widowed,4,65812.38,30602.7,4625.81,2023-12-14,23:16:12,66.18,M008,Transfer,Perth,Desktop,-31.840233,145.612793,sramos@outlook.com,True,100,0,AUD,GBP,2023-12-14 23:16:12,AUD
7628,895,34,Female,Professional,High School,Married,2,72817.53,22648.41,2455.66,2023-11-27,11:35:43,452.4,M008,Purchase,Darwin,Mobile,-31.840233,145.612793,ztapia@yahoo.com,False,57,0,AUD,GBP,2023-11-27 11:35:43,AUD
9270,4244,41,Male,Retired,PhD,Single,2,54991.51,28143.28,156.49,2023-05-03,12:35:24,46.56,M006,Transfer,Perth,Desktop,-37.0201,144.9646,mnguyen@gmail.com,True,81,0,AUD,GBP,2023-05-03 12:35:24,AUD
3131,2845,43,Female,Student,Master,Married,1,64023.61,39554.8,5248.03,2023-07-28,23:59:59,33.01,M002,Purchase,Brisbane,Mobile,-20.917574,142.702789,oroberts@gmail.com,True,19,0,AUD,GBP,2023-07-28 23:59:59,AUD
17114,415,18,Male,Student,PhD,Married,0,52004.75,59840.97,1375.62,2023-11-16,01:08:25,876.09,M001,Purchase,Melbourne,Mobile,-31.840233,145.612793,mgentry@tempmail.com,True,102,0,AED,AUD,2023-11-16 01:08:25,AED
14675,638,33,Male,Student,Bachelor,Married,3,22892.43,37042.53,239.41,2023-11-15,17:55:21,2276.13,M003,Purchase,Melbourne,Desktop,-31.840233,145.612793,amoss@tempmail.com,True,6,0,AED,AUD,2023-11-15 17:55:21,AED
16650,3657,21,Male,Professional,Master,Single,4,75326.97,92409.28,28203.82,2023-11-14,08:06:28,4225.53,M006,Transfer,Hobart,Mobile,-31.840233,145.612793,roy55@yahoo.com,False,93,0,AED,AUD,2023-11-14 08:06:28,AED
7336,4690,50,Female,Professional,Master,Married,0,22624.83,9074.02,1742.52,2023-12-25,22:13:50,106.57,M004,Purchase,Melbourne,Mobile,-37.0201,144.9646,jacob60@gmail.com,False,111,0,AUD,GBP,2023-12-25 22:13:50,AUD
14492,3120,31,Female,Professional,Bachelor,Married,0,78564.55,24115.93,5223.07,2023-08-21,03:26:44,5.46,M004,Withdrawal,Melbourne,Mobile,-37.0201,144.9646,benjamin11@outlook.com,False,18,1,AUD,GBP,2023-08-21 03:26:44,AUD
12186,3037,47,Female,Student,High School,Married,4,71163.21,22024.05,349.11,2023-09-16,07:36:57,169.44,M004,Purchase,Adelaide,Desktop,-37.0201,144.9646,gdecker@gmail.com,False,98,0,AUD,GBP,2023-09-16 07:36:57,AUD
10002,1771,30,Male,Professional,High School,Married,1,50266.76,32382.56,3593.66,2023-06-19,00:59:07,531.9,M006,Purchase,Perth,Desktop,-31.840233,145.612793,eileendudley@securemail.com,False,110,1,AUD,GBP,2023-06-19 00:59:07,AUD
10871,625,29,Male,Retired,High School,Single,0,42725.6,13898.0,2980.45,2023-08-30,07:06:16,147.75,M004,Purchase,Darwin,Desktop,-37.0201,144.9646,maria51@securemail.com,False,42,0,AUD,GBP,2023-08-30 07:06:16,AUD
14455,541,41,Male,Unemployed,Bachelor,Married,1,142410.8,98661.76,2878.52,2023-09-27,23:59:59,64.15,M004,Withdrawal,Hobart,Mobile,-20.917574,142.702789,robertgallegos@yahoo.com,False,50,1,AUD,GBP,2023-09-27 23:59:59,AUD
16261,1837,35,Female,Student,High School,Married,4,135681.67,106771.42,11786.05,2023-03-21,15:30:03,757.42,M001,Purchase,Sydney,Mobile,-37.0201,144.9646,dwilliams@outlook.com,False,60,0,AED,AUD,2023-03-21 15:30:03,AED
14530,3818,50,Male,Professional,Master,Married,0,52861.26,36848.91,2241.14,2023-09-05,23:59:59,267.21,M005,Purchase,Sydney,Mobile,-31.840233,145.612793,pmartin@yahoo.com,True,90,0,AUD,GBP,2023-09-05 23:59:59,AUD
17908,1799,40,Male,Student,Bachelor,Divorced,0,54326.22,48217.33,2054.9,2023-10-30,17:18:52,1003.56,M003,Transfer,Darwin,Desktop,-20.917574,142.702789,hcrawford@tempmail.com,False,99,0,AED,AUD,2023-10-30 17:18:52,AED
7603,38,30,Female,Student,High School,Married,4,47201.66,28568.71,2323.62,2023-11-14,06:33:22,287.86,M003,Transfer,Brisbane,Desktop,-37.0201,144.9646,robertsondestiny@outlook.com,False,45,0,AUD,GBP,2023-11-14 06:33:22,AUD
5674,4372,48,Male,Student,High School,Single,0,51253.97,25582.23,3022.32,2023-10-20,06:16:46,1416.71,M001,Withdrawal,Sydney,Mobile,-35.473469,149.012375,katherine53@tempmail.com,False,94,1,AUD,GBP,2023-10-20 06:16:46,AUD
3746,2043,35,Male,Professional,High School,Married,3,59624.27,37750.34,2244.88,2023-12-25,15:29:48,2012.38,M008,Purchase,Sydney,Mobile,-20.917574,142.702789,kathybrown@tempmail.com,True,9,0,AUD,GBP,2023-12-25 15:29:48,AUD
17852,3095,36,Male,Professional,High School,Single,2,110477.64,85172.99,4608.63,2023-07-26,13:20:19,1280.37,M002,Withdrawal,Adelaide,Mobile,-35.473469,149.012375,sheila36@tempmail.com,True,17,1,AED,AUD,2023-07-26 13:20:19,AED
5369,250,29,Female,Student,Bachelor,Single,2,78912.87,61658.55,3594.89,2023-07-25,14:44:50,167.53,M002,Withdrawal,Sydney,Desktop,-20.917574,142.702789,fowen@outlook.com,False,65,1,AUD,GBP,2023-07-25 14:44:50,AUD
5922,2571,28,Male,Retired,High School,Married,0,60279.13,29749.84,1329.37,2023-12-17,20:53:36,223.86,M001,Purchase,Brisbane,Desktop,-37.0201,144.9646,andrea40@gmail.com,False,32,0,AUD,GBP,2023-12-17 20:53:36,AUD
13590,759,40,Male,Professional,PhD,Divorced,0,81023.4,33770.66,2611.43,2023-10-21,13:28:53,211.87,M001,Purchase,Perth,Desktop,-31.840233,145.612793,james48@gmail.com,False,47,0,AUD,GBP,2023-10-21 13:28:53,AUD
16120,997,37,Male,Student,Bachelor,Married,2,34468.59,55836.16,6969.65,2023-03-15,04:01:44,2472.41,M004,Withdrawal,Brisbane,Mobile,-37.0201,144.9646,bpadilla@outlook.com,True,86,1,AED,AUD,2023-03-15 04:01:44,AED
14583,2988,31,Male,Professional,Bachelor,Married,3,92387.1,41342.39,3647.44,2023-04-02,13:54:29,161.6,M003,Purchase,Melbourne,Mobile,-20.917574,142.702789,ewalker@yahoo.com,True,20,0,AUD,GBP,2023-04-02 13:54:29,AUD
13836,2179,41,Female,Retired,High School,Married,4,107908.66,85578.77,10950.36,2023-08-20,22:42:30,167.82,M006,Purchase,Perth,Mobile,-25.042261,117.793221,ipace@tempmail.com,False,7,0,AUD,GBP,2023-08-20 22:42:30,AUD
8066,1275,31,Female,Professional,Bachelor,Married,3,70142.41,51897.62,3461.64,2023-09-26,19:20:24,320.45,M004,Transfer,Canberra,Mobile,-25.042261,117.793221,kpetersen@gmail.com,False,4,0,AUD,GBP,2023-09-26 19:20:24,AUD
6884,1325,42,Male,Unemployed,Master,Single,1,91893.74,62500.38,4437.68,2023-08-11,12:47:39,206.68,M007,Withdrawal,Canberra,Desktop,-31.840233,145.612793,ericlarsen@gmail.com,True,32,1,AUD,GBP,2023-08-11 12:47:39,AUD
6018,2507,37,Male,Student,Bachelor,Divorced,2,52907.05,27076.92,4032.12,2023-06-17,12:12:45,439.12,M003,Purchase,Sydney,Mobile,-37.0201,144.9646,cathyreeves@outlook.com,False,1,0,AUD,GBP,2023-06-17 12:12:45,AUD
